Transaction;Item;date_time;period_day;weekday_weekend
6331;Ocean Dust Bundling & Ocean Dust & Refresh Wipes;10/02/2023 12:55;afternoon;weekday
6331;Hair Clay & Hairwax Bundling ;10/02/2023 12:55;afternoon;weekday
6332;Ocean Dust Bundling & Ocean Dust & Refresh Wipes;10/02/2023 12:56;afternoon;weekday
6333;Pomade Oil Based Fine Shinee;10/02/2023 13:21;afternoon;weekday
6333;Hair Powder Ocean Dust Team NXL;10/02/2023 13:21;afternoon;weekday
6334;Pomade Water Based Dapper Stater;10/02/2023 13:27;afternoon;weekday
6334;Duck egg;10/02/2023 13:27;afternoon;weekday
6334;Extra Salami or Feta;10/02/2023 13:27;afternoon;weekday
6334;BubbleWrap Tambahan;10/02/2023 13:27;afternoon;weekday
6334;Afternoon with the baker;10/02/2023 13:27;afternoon;weekday
6335;Ocean Dust & Pomade Dapper Stater;10/02/2023 13:35;afternoon;weekday
6335;Ocean Dust & Pomade Dapper Stater;10/02/2023 13:35;afternoon;weekday
6336;Shampoo & Face Cleanser & Body Cleanser;10/02/2023 13:40;afternoon;weekday
6336;Shampoo & Face Cleanser & Body Cleanser;10/02/2023 13:40;afternoon;weekday
6336;Deep Face Cleanser Facial Wash;10/02/2023 13:40;afternoon;weekday
6336;Pomade Water Based Dashing Slick;10/02/2023 13:40;afternoon;weekday
6336;Hair Clay & Hairwax Bundling ;10/02/2023 13:40;afternoon;weekday
6336;Pomade Water Based Dapper Stater;10/02/2023 13:40;afternoon;weekday
6336;Pomade Water Based Dashing Slick;10/02/2023 13:40;afternoon;weekday
6337;Deep Face Cleanser Facial Wash;10/02/2023 13:48;afternoon;weekday
6337;Pomade Oil Based Fine Shinee;10/02/2023 13:48;afternoon;weekday
6337;Pomade Oil Based Fine Shinee;10/02/2023 13:48;afternoon;weekday
6338;Ocean Dust & Pomade Dapper Stater;10/02/2023 14:08;afternoon;weekday
6338;Pomade Water Based Dashing Slick;10/02/2023 14:08;afternoon;weekday
6338;BubbleWrap Tambahan;10/02/2023 14:08;afternoon;weekday
6338;Oil Based Pomade Choco Loco;10/02/2023 14:08;afternoon;weekday
6338;Ocean Dust & Hair Clay;10/02/2023 14:08;afternoon;weekday
6339;Hair Clay & Hairwax Bundling ;10/02/2023 14:18;afternoon;weekday
6339;Pomade Oil Based Fine Shinee;10/02/2023 14:18;afternoon;weekday
6340;Pomade Oil Based Fine Shinee;10/02/2023 14:18;afternoon;weekday
6341;Pomade Oil Based Fine Shinee;10/02/2023 14:22;afternoon;weekday
6341;Oil Based Pomade Choco Loco;10/02/2023 14:22;afternoon;weekday
6342;Pomade Oil Based Fine Shinee;10/02/2023 14:22;afternoon;weekday
6343;Pomade Oil Based Fine Shinee;10/02/2023 14:27;afternoon;weekday
6343;Smith Tshirt Collection SS19;10/02/2023 14:27;afternoon;weekday
6343;Ocean Dust & Clayton;10/02/2023 14:27;afternoon;weekday
6344;Pomade Oil Based Fine Shinee;10/02/2023 14:35;afternoon;weekday
6345;Pomade Oil Based Fine Shinee;10/02/2023 14:35;afternoon;weekday
6346;Pomade Oil Based Fine Shinee;10/02/2023 14:36;afternoon;weekday
6346;Oil Based Pomade Choco Loco;10/02/2023 14:36;afternoon;weekday
6347;Deep Face Cleanser Facial Wash;10/02/2023 14:39;afternoon;weekday
6348;Pomade Oil Based Fine Shinee;10/02/2023 14:41;afternoon;weekday
6348;Shampoo & Face Cleanser & Body Cleanser;10/02/2023 14:41;afternoon;weekday
6348;Ocean Dust & Hair Clay;10/02/2023 14:41;afternoon;weekday
6349;Hair Clay & Hairwax Bundling ;10/02/2023 14:53;afternoon;weekday
6350;Hair Clay & Hairwax Bundling ;10/02/2023 15:00;afternoon;weekday
6351;Parfume Sonar X Smith Date U;10/02/2023 15:03;afternoon;weekday
6351;Pomade Oil Based Fine Shinee;10/02/2023 15:03;afternoon;weekday
6352;Shampoo & Face Cleanser & Body Cleanser;10/02/2023 15:16;afternoon;weekday
6353;BubbleWrap Tambahan;10/02/2023 15:19;afternoon;weekday
6354;Pomade Oil Based Fine Shinee;10/02/2023 15:20;afternoon;weekday
6355;Pomade Water Based Dashing Slick;10/02/2023 15:48;afternoon;weekday
6355;Pomade Water Based Dashing Slick;10/02/2023 15:48;afternoon;weekday
6355;Ocean Dust & Hair Clay;10/02/2023 15:48;afternoon;weekday
6356;Pomade Oil Based Bold ;10/02/2023 15:50;afternoon;weekday
6356;Pomade Oil Based Fine Shinee;10/02/2023 15:50;afternoon;weekday
6356;Ocean Dust & Hair Clay;10/02/2023 15:50;afternoon;weekday
6356;Shampoo & Face Cleanser & Body Cleanser;10/02/2023 15:50;afternoon;weekday
6356;Smith Tshirt Collection SS19;10/02/2023 15:50;afternoon;weekday
6357;Pomade Water Based Dashing Slick;10/02/2023 15:53;afternoon;weekday
6357;Ocean Dust & Hair Clay;10/02/2023 15:53;afternoon;weekday
6357;Pomade Oil Based Fine Shinee;10/02/2023 15:53;afternoon;weekday
6357;Dandruff Buster Shampoo ;10/02/2023 15:53;afternoon;weekday
6358;Hair Clay & Hairwax Bundling ;10/02/2023 15:54;afternoon;weekday
6358;Pomade Oil Based Fine Shinee;10/02/2023 15:54;afternoon;weekday
6358;Hair Clay & Hairwax Bundling ;10/02/2023 15:54;afternoon;weekday
6359;Pomade Oil Based Fine Shinee;10/02/2023 16:28;afternoon;weekday
6359;Pomade Water Based Dapper Stater;10/02/2023 16:28;afternoon;weekday
6360;Oil Based Pomade Choco Loco;10/02/2023 16:31;afternoon;weekday
6360;Pomade Oil Based Fine Shinee;10/02/2023 16:31;afternoon;weekday
6360;Pomade Oil Based Fine Shinee;10/02/2023 16:31;afternoon;weekday
6360;Parfume Sonar X Smith Date U;10/02/2023 16:31;afternoon;weekday
6361;Pomade Oil Based Fine Shinee;11/02/2023 08:12;morning;weekend
6361;Hair Clay & Hairwax Bundling ;11/02/2023 08:12;morning;weekend
6361;Pomade Water Based Dapper Stater;11/02/2023 08:12;morning;weekend
6362;Pomade Oil Based Fine Shinee;11/02/2023 08:37;morning;weekend
6362;Pomade Oil Based Fine Shinee;11/02/2023 08:37;morning;weekend
6363;Ocean Dust & Pomade Dapper Stater;11/02/2023 08:40;morning;weekend
6364;Hair Clay & Hairwax Bundling ;11/02/2023 08:48;morning;weekend
6365;Hair Clay & Hairwax Bundling ;11/02/2023 08:59;morning;weekend
6365;Pomade Water Based Dashing Slick;11/02/2023 08:59;morning;weekend
6365;Nomad bag;11/02/2023 08:59;morning;weekend
6366;Hair Clay & Hairwax Bundling ;11/02/2023 09:02;morning;weekend
6366;Ocean Dust & Clayton;11/02/2023 09:02;morning;weekend
6367;Parfume Sonar X Smith Date U;11/02/2023 09:06;morning;weekend
6367;Ocean Dust & Clayton;11/02/2023 09:06;morning;weekend
6367;Shampoo & Face Cleanser & Body Cleanser;11/02/2023 09:06;morning;weekend
6367;Pomade Oil Based Fine Shinee;11/02/2023 09:06;morning;weekend
6367;Pomade Oil Based Fine Shinee;11/02/2023 09:06;morning;weekend
6368;Pomade Water Based Dapper Stater;11/02/2023 09:18;morning;weekend
6368;Ocean Dust & Clayton;11/02/2023 09:18;morning;weekend
6369;Pomade Water Based Dashing Slick;11/02/2023 09:28;morning;weekend
6369;Shampoo & Face Cleanser & Body Cleanser;11/02/2023 09:28;morning;weekend
6369;Parfume Sonar X Smith Date U;11/02/2023 09:28;morning;weekend
6370;Parfume Sonar X Smith Date U;11/02/2023 09:36;morning;weekend
6371;Hair Clay & Hairwax Bundling ;11/02/2023 09:50;morning;weekend
6372;Shampoo & Face Cleanser & Body Cleanser;11/02/2023 09:51;morning;weekend
6372;Parfume Sonar X Smith Date U;11/02/2023 09:51;morning;weekend
6373;Pomade Oil Based Fine Shinee;11/02/2023 10:17;morning;weekend
6374;Dandruff Buster Shampoo ;11/02/2023 10:22;morning;weekend
6374;Hair Clay & Hairwax Bundling ;11/02/2023 10:22;morning;weekend
6374;Ocean Dust & Clayton;11/02/2023 10:22;morning;weekend
6374;Ocean Dust & Clayton;11/02/2023 10:22;morning;weekend
6375;Shampoo & Face Cleanser & Body Cleanser;11/02/2023 10:32;morning;weekend
6376;Ocean Dust Bundling & Ocean Dust & Refresh Wipes;11/02/2023 10:36;morning;weekend
6376;Ocean Dust & Clayton;11/02/2023 10:36;morning;weekend
6376;Smith Tshirt Collection SS19;11/02/2023 10:36;morning;weekend
6377;Pomade Oil Based Premium Medium;11/02/2023 10:48;morning;weekend
6378;Shampoo & Face Cleanser & Body Cleanser;11/02/2023 10:54;morning;weekend
6378;Shampoo & Face Cleanser & Body Cleanser;11/02/2023 10:54;morning;weekend
6378;Ocean Dust & Clayton;11/02/2023 10:54;morning;weekend
6378;Parfume Sonar X Smith Date U;11/02/2023 10:54;morning;weekend
6378;Hair Clay & Hairwax Bundling ;11/02/2023 10:54;morning;weekend
6378;Oil Based Pomade Choco Loco;11/02/2023 10:54;morning;weekend
6378;Pomade Water Based Dashing Slick;11/02/2023 10:54;morning;weekend
6379;Pomade Oil Based Fine Shinee;11/02/2023 10:59;morning;weekend
6379;Oil Based Pomade Choco Loco;11/02/2023 10:59;morning;weekend
6380;Ocean Dust & Hair Clay;11/02/2023 11:02;morning;weekend
6380;Pomade Water Based Dashing Slick;11/02/2023 11:02;morning;weekend
6381;Hair Clay & Hairwax Bundling ;11/02/2023 11:07;morning;weekend
6382;Pomade Oil Based Fine Shinee;11/02/2023 11:15;morning;weekend
6382;Hair Clay & Hairwax Bundling ;11/02/2023 11:15;morning;weekend
6383;Pomade Oil Based Fine Shinee;11/02/2023 11:16;morning;weekend
6383;Ocean Dust & Clayton;11/02/2023 11:16;morning;weekend
6384;Ocean Dust & Hair Clay;11/02/2023 11:25;morning;weekend
6384;Ocean Dust & Hair Clay;11/02/2023 11:25;morning;weekend
6384;Pomade Water Based Dashing Slick;11/02/2023 11:25;morning;weekend
6385;Hair Clay & Hairwax Bundling ;11/02/2023 11:31;morning;weekend
6386;Hair Clay & Hairwax Bundling ;11/02/2023 11:32;morning;weekend
6387;Pomade Oil Based Fine Shinee;11/02/2023 11:33;morning;weekend
6387;Ocean Dust & Clayton;11/02/2023 11:33;morning;weekend
6388;BubbleWrap Tambahan;11/02/2023 11:36;morning;weekend
6388;Pomade Oil Based Fine Shinee;11/02/2023 11:36;morning;weekend
6388;Pomade Oil Based Fine Shinee;11/02/2023 11:36;morning;weekend
6388;Pomade Oil Based Bold ;11/02/2023 11:36;morning;weekend
6389;Pomade Oil Based Fine Shinee;11/02/2023 11:36;morning;weekend
6389;Pomade Oil Based Fine Shinee;11/02/2023 11:36;morning;weekend
6389;Hair Clay & Hairwax Bundling ;11/02/2023 11:36;morning;weekend
6389;Parfume Sonar X Smith Date U;11/02/2023 11:36;morning;weekend
6390;Pomade Oil Based Fine Shinee;11/02/2023 11:52;morning;weekend
6390;Pomade Oil Based Fine Shinee;11/02/2023 11:52;morning;weekend
6390;Pomade Oil Based Fine Shinee;11/02/2023 11:52;morning;weekend
6391;Hair Clay & Hairwax Bundling ;11/02/2023 11:59;morning;weekend
6392;Pomade Oil Based Fine Shinee;11/02/2023 12:03;afternoon;weekend
6392;Hair Clay & Hairwax Bundling ;11/02/2023 12:03;afternoon;weekend
6393;Pomade Oil Based Fine Shinee;11/02/2023 12:14;afternoon;weekend
6393;Pomade Oil Based Fine Shinee;11/02/2023 12:14;afternoon;weekend
6394;Parfume Sonar X Smith Date U;11/02/2023 12:16;afternoon;weekend
6395;Shampoo & Face Cleanser & Body Cleanser;11/02/2023 12:32;afternoon;weekend
6395;Shampoo & Face Cleanser & Body Cleanser;11/02/2023 12:32;afternoon;weekend
6395;Pomade Water Based Dapper Stater;11/02/2023 12:32;afternoon;weekend
6396;Pomade Oil Based Fine Shinee;11/02/2023 12:35;afternoon;weekend
6396;Dandruff Buster Shampoo ;11/02/2023 12:35;afternoon;weekend
6396;Hair Clay & Hairwax Bundling ;11/02/2023 12:35;afternoon;weekend
6397;Hair Clay & Hairwax Bundling ;11/02/2023 12:36;afternoon;weekend
6398;Hair Clay & Hairwax Bundling ;11/02/2023 12:41;afternoon;weekend
6398;Ocean Dust & Hair Clay;11/02/2023 12:41;afternoon;weekend
6398;Oil Based Pomade Choco Loco;11/02/2023 12:41;afternoon;weekend
6399;Hair Powder Ocean Dust Team NXL;11/02/2023 12:42;afternoon;weekend
6399;Dandruff Buster Shampoo ;11/02/2023 12:42;afternoon;weekend
6399;Hair Clay & Hairwax Bundling ;11/02/2023 12:42;afternoon;weekend
6400;Deep Face Cleanser Facial Wash;11/02/2023 12:47;afternoon;weekend
6400;Oil Based Pomade Choco Loco;11/02/2023 12:47;afternoon;weekend
6400;Pomade Water Based Dapper Stater;11/02/2023 12:47;afternoon;weekend
6401;Parfume Sonar X Smith Date U;11/02/2023 12:55;afternoon;weekend
6402;Ocean Dust & Clayton;11/02/2023 12:58;afternoon;weekend
6403;Hair Clay & Hairwax Bundling ;11/02/2023 13:05;afternoon;weekend
6403;Pomade Water Based Dashing Slick;11/02/2023 13:05;afternoon;weekend
6404;Deep Face Cleanser Facial Wash;11/02/2023 13:06;afternoon;weekend
6404;Pomade Oil Based Fine Shinee;11/02/2023 13:06;afternoon;weekend
6405;Hair Clay & Hairwax Bundling ;11/02/2023 13:24;afternoon;weekend
6406;Hair Clay & Hairwax Bundling ;11/02/2023 13:42;afternoon;weekend
6407;Pomade Oil Based Fine Shinee;11/02/2023 13:57;afternoon;weekend
6407;Hair Clay & Hairwax Bundling ;11/02/2023 13:57;afternoon;weekend
6407;Pomade Water Based Dashing Slick;11/02/2023 13:57;afternoon;weekend
6407;Pomade Water Based Dashing Slick;11/02/2023 13:57;afternoon;weekend
6408;Deep Face Cleanser Facial Wash;11/02/2023 13:58;afternoon;weekend
6408;Oil Based Pomade Choco Loco;11/02/2023 13:58;afternoon;weekend
6408;Pomade Oil Based Fine Shinee;11/02/2023 13:58;afternoon;weekend
6408;Shampoo & Face Cleanser & Body Cleanser;11/02/2023 13:58;afternoon;weekend
6409;Dandruff Buster Shampoo ;11/02/2023 13:59;afternoon;weekend
6410;Nomad bag;11/02/2023 14:01;afternoon;weekend
6410;Hair Clay & Hairwax Bundling ;11/02/2023 14:01;afternoon;weekend
6410;Pomade Oil Based Fine Shinee;11/02/2023 14:01;afternoon;weekend
6410;Pomade Oil Based Fine Shinee;11/02/2023 14:01;afternoon;weekend
6410;Pomade Water Based Dashing Slick;11/02/2023 14:01;afternoon;weekend
6410;Pomade Water Based Dashing Slick;11/02/2023 14:01;afternoon;weekend
6411;Hair Clay & Hairwax Bundling ;11/02/2023 14:06;afternoon;weekend
6412;BubbleWrap Tambahan;11/02/2023 14:08;afternoon;weekend
6412;Oil Based Pomade Choco Loco;11/02/2023 14:08;afternoon;weekend
6412;Shampoo & Face Cleanser & Body Cleanser;11/02/2023 14:08;afternoon;weekend
6412;Shampoo & Face Cleanser & Body Cleanser;11/02/2023 14:08;afternoon;weekend
6412;Pomade Oil Based Bold ;11/02/2023 14:08;afternoon;weekend
6412;Pomade Water Based Dapper Stater;11/02/2023 14:08;afternoon;weekend
6412;Pomade Water Based Dashing Slick;11/02/2023 14:08;afternoon;weekend
6412;Pomade Water Based Dashing Slick;11/02/2023 14:08;afternoon;weekend
6412;Smith Tshirt Collection SS19;11/02/2023 14:08;afternoon;weekend
6412;Shampoo & Face Cleanser & Body Cleanser;11/02/2023 14:08;afternoon;weekend
6412;Dandruff Buster Shampoo ;11/02/2023 14:08;afternoon;weekend
6413;Smith Tshirt Collection SS19;11/02/2023 14:18;afternoon;weekend
6413;Oil Based Pomade Choco Loco;11/02/2023 14:18;afternoon;weekend
6414;Pomade Oil Based Fine Shinee;11/02/2023 14:23;afternoon;weekend
6414;Dandruff Buster Shampoo ;11/02/2023 14:23;afternoon;weekend
6414;Pomade Oil Based Fine Shinee;11/02/2023 14:23;afternoon;weekend
6414;Hair Clay & Hairwax Bundling ;11/02/2023 14:23;afternoon;weekend
6414;Pomade Water Based Dashing Slick;11/02/2023 14:23;afternoon;weekend
6415;Pomade Water Based Dashing Slick;11/02/2023 14:23;afternoon;weekend
6415;Hair Clay & Hairwax Bundling ;11/02/2023 14:23;afternoon;weekend
6415;Oil Based Pomade Choco Loco;11/02/2023 14:23;afternoon;weekend
6416;Pomade Oil Based Fine Shinee;11/02/2023 14:30;afternoon;weekend
6416;Pomade Oil Based Fine Shinee;11/02/2023 14:30;afternoon;weekend
6416;Pomade Oil Based Fine Shinee;11/02/2023 14:30;afternoon;weekend
6416;Oil Based Pomade Choco Loco;11/02/2023 14:30;afternoon;weekend
6417;Valentine's card;11/02/2023 14:33;afternoon;weekend
6418;Hair Clay & Hairwax Bundling ;11/02/2023 14:39;afternoon;weekend
6419;Hair Clay & Hairwax Bundling ;11/02/2023 14:54;afternoon;weekend
6420;Pomade Oil Based Fine Shinee;11/02/2023 14:58;afternoon;weekend
6420;Pomade Oil Based Fine Shinee;11/02/2023 14:58;afternoon;weekend
6420;Oil Based Pomade Choco Loco;11/02/2023 14:58;afternoon;weekend
6420;Ocean Dust & Clayton;11/02/2023 14:58;afternoon;weekend
6421;Shampoo & Face Cleanser & Body Cleanser;11/02/2023 15:30;afternoon;weekend
6421;Hair Clay & Hairwax Bundling ;11/02/2023 15:30;afternoon;weekend
6422;Deep Face Cleanser Facial Wash;11/02/2023 15:39;afternoon;weekend
6422;BubbleWrap Tambahan;11/02/2023 15:39;afternoon;weekend
6422;Hair Powder Ocean Dust Team NXL;11/02/2023 15:39;afternoon;weekend
6422;Pomade Oil Based Fine Shinee;11/02/2023 15:39;afternoon;weekend
6422;Shampoo & Face Cleanser & Body Cleanser;11/02/2023 15:39;afternoon;weekend
6423;Pomade Oil Based Fine Shinee;11/02/2023 15:48;afternoon;weekend
6423;Shampoo & Face Cleanser & Body Cleanser;11/02/2023 15:48;afternoon;weekend
6424;Pomade Oil Based Fine Shinee;11/02/2023 16:00;afternoon;weekend
6424;Pomade Oil Based Bold ;11/02/2023 16:00;afternoon;weekend
6425;Pomade Oil Based Fine Shinee;11/02/2023 16:15;afternoon;weekend
6425;Pomade Water Based Dashing Slick;11/02/2023 16:15;afternoon;weekend
6425;Ocean Dust & Clayton;11/02/2023 16:15;afternoon;weekend
6426;Hair Clay & Hairwax Bundling ;11/02/2023 16:21;afternoon;weekend
6426;Dandruff Buster Shampoo ;11/02/2023 16:21;afternoon;weekend
6426;Hair Powder Ocean Dust Team NXL;11/02/2023 16:21;afternoon;weekend
6427;Hair Clay & Hairwax Bundling ;11/02/2023 16:44;afternoon;weekend
6428;Hair Clay & Hairwax Bundling ;11/02/2023 16:48;afternoon;weekend
6428;Shampoo & Face Cleanser & Body Cleanser;11/02/2023 16:48;afternoon;weekend
6428;Shampoo & Face Cleanser & Body Cleanser;11/02/2023 16:48;afternoon;weekend
6428;Hair Clay & Hairwax Bundling ;11/02/2023 16:48;afternoon;weekend
6428;Pomade Water Based Dashing Slick;11/02/2023 16:48;afternoon;weekend
6429;Afternoon with the baker;11/02/2023 17:00;evening;weekend
6430;Hair Clay & Hairwax Bundling ;11/02/2023 17:07;evening;weekend
6431;Hair Clay & Hairwax Bundling ;11/02/2023 17:12;evening;weekend
6431;Ocean Dust Bundling & Ocean Dust & Refresh Wipes;11/02/2023 17:12;evening;weekend
6432;Shampoo & Face Cleanser & Body Cleanser;11/02/2023 17:15;evening;weekend
6432;Shampoo & Face Cleanser & Body Cleanser;11/02/2023 17:15;evening;weekend
6432;Pomade Water Based Dashing Slick;11/02/2023 17:15;evening;weekend
6432;Ocean Dust & Pomade Dapper Stater;11/02/2023 17:15;evening;weekend
6432;Ocean Dust & Pomade Dapper Stater;11/02/2023 17:15;evening;weekend
6432;Pomade Oil Based Fine Shinee;11/02/2023 17:15;evening;weekend
6432;Ocean Dust Bundling & Ocean Dust & Refresh Wipes;11/02/2023 17:15;evening;weekend
6433;Ocean Dust Bundling & Ocean Dust & Refresh Wipes;11/02/2023 17:31;evening;weekend
6434;Hair Clay & Hairwax Bundling ;11/02/2023 17:35;evening;weekend
6434;Deep Face Cleanser Facial Wash;11/02/2023 17:35;evening;weekend
6435;Pomade Water Based Dashing Slick;12/02/2023 09:39;morning;weekend
6435;Hair Clay & Hairwax Bundling ;12/02/2023 09:39;morning;weekend
6435;Ocean Dust & Hair Clay;12/02/2023 09:39;morning;weekend
6435;Deep Face Cleanser Facial Wash;12/02/2023 09:39;morning;weekend
6435;Pomade Oil Based Bold ;12/02/2023 09:39;morning;weekend
6436;Pomade Oil Based Fine Shinee;12/02/2023 09:44;morning;weekend
6437;Pomade Oil Based Fine Shinee;12/02/2023 10:07;morning;weekend
6437;Shampoo & Face Cleanser & Body Cleanser;12/02/2023 10:07;morning;weekend
6437;Ocean Dust & Clayton;12/02/2023 10:07;morning;weekend
6438;Ocean Dust & Pomade Dapper Stater;12/02/2023 10:09;morning;weekend
6438;Pomade Oil Based Fine Shinee;12/02/2023 10:09;morning;weekend
6439;Pomade Oil Based Fine Shinee;12/02/2023 10:11;morning;weekend
6439;Parfume Sonar X Smith Date U;12/02/2023 10:11;morning;weekend
6440;Ocean Dust & Clayton;12/02/2023 10:14;morning;weekend
6440;Ocean Dust & Clayton;12/02/2023 10:14;morning;weekend
6440;Ocean Dust & Clayton;12/02/2023 10:14;morning;weekend
6440;Hair Clay & Hairwax Bundling ;12/02/2023 10:14;morning;weekend
6441;Pomade Oil Based Fine Shinee;12/02/2023 10:17;morning;weekend
6441;Pomade Oil Based Fine Shinee;12/02/2023 10:17;morning;weekend
6441;Ocean Dust & Clayton;12/02/2023 10:17;morning;weekend
6441;Ocean Dust & Hair Clay;12/02/2023 10:17;morning;weekend
6441;Hair Clay & Hairwax Bundling ;12/02/2023 10:17;morning;weekend
6442;Hair Clay & Hairwax Bundling ;12/02/2023 10:29;morning;weekend
6443;Ocean Dust & Clayton;12/02/2023 10:31;morning;weekend
6443;Ocean Dust & Pomade Dapper Stater;12/02/2023 10:31;morning;weekend
6443;Parfume Sonar X Smith Date U;12/02/2023 10:31;morning;weekend
6444;Pomade Oil Based Fine Shinee;12/02/2023 10:33;morning;weekend
6444;Pomade Water Based Dapper Stater;12/02/2023 10:33;morning;weekend
6445;Hair Clay & Hairwax Bundling ;12/02/2023 10:42;morning;weekend
6445;Hair Clay & Hairwax Bundling ;12/02/2023 10:42;morning;weekend
6446;Pomade Oil Based Fine Shinee;12/02/2023 10:51;morning;weekend
6447;Hair Clay & Hairwax Bundling ;12/02/2023 10:57;morning;weekend
6448;Hair Clay & Hairwax Bundling ;12/02/2023 11:05;morning;weekend
6448;Pomade Oil Based Fine Shinee;12/02/2023 11:05;morning;weekend
6448;Pomade Water Based Dapper Stater;12/02/2023 11:05;morning;weekend
6449;Hair Clay & Hairwax Bundling ;12/02/2023 11:08;morning;weekend
6449;Parfume Sonar X Smith Date U;12/02/2023 11:08;morning;weekend
6449;Dandruff Buster Shampoo ;12/02/2023 11:08;morning;weekend
6449;Pomade Oil Based Fine Shinee;12/02/2023 11:08;morning;weekend
6449;Parfume Sonar X Smith Date U;12/02/2023 11:08;morning;weekend
6450;Pomade Oil Based Fine Shinee;12/02/2023 11:09;morning;weekend
6451;Pomade Oil Based Fine Shinee;12/02/2023 11:12;morning;weekend
6451;Pomade Oil Based Fine Shinee;12/02/2023 11:12;morning;weekend
6451;Pomade Oil Based Fine Shinee;12/02/2023 11:12;morning;weekend
6451;Hair Clay & Hairwax Bundling ;12/02/2023 11:12;morning;weekend
6451;Pomade Water Based Dashing Slick;12/02/2023 11:12;morning;weekend
6452;Pomade Oil Based Fine Shinee;12/02/2023 11:14;morning;weekend
6453;Pomade Oil Based Fine Shinee;12/02/2023 11:15;morning;weekend
6453;Pomade Oil Based Fine Shinee;12/02/2023 11:15;morning;weekend
6453;Pomade Water Based Dapper Stater;12/02/2023 11:15;morning;weekend
6453;Pomade Water Based Dashing Slick;12/02/2023 11:15;morning;weekend
6454;Pomade Water Based Dapper Stater;12/02/2023 11:16;morning;weekend
6454;Hair Clay & Hairwax Bundling ;12/02/2023 11:16;morning;weekend
6454;Parfume Sonar X Smith Date U;12/02/2023 11:16;morning;weekend
6455;Pomade Water Based Dashing Slick;12/02/2023 11:19;morning;weekend
6456;Pomade Oil Based Fine Shinee;12/02/2023 11:24;morning;weekend
6456;BubbleWrap Tambahan;12/02/2023 11:24;morning;weekend
6456;Hair Clay & Hairwax Bundling ;12/02/2023 11:24;morning;weekend
6457;Ocean Dust & Clayton;12/02/2023 11:37;morning;weekend
6457;Oil Based Pomade Choco Loco;12/02/2023 11:37;morning;weekend
6458;Parfume Sonar X Smith Date U;12/02/2023 11:50;morning;weekend
6459;Hair Clay & Hairwax Bundling ;12/02/2023 12:11;afternoon;weekend
6459;Hair Clay & Hairwax Bundling ;12/02/2023 12:11;afternoon;weekend
6460;Hair Clay & Hairwax Bundling ;12/02/2023 12:12;afternoon;weekend
6461;Pomade Water Based Dashing Slick;12/02/2023 12:15;afternoon;weekend
6462;BubbleWrap Tambahan;12/02/2023 12:16;afternoon;weekend
6462;Pomade Water Based Dashing Slick;12/02/2023 12:16;afternoon;weekend
6463;Hair Clay & Hairwax Bundling ;12/02/2023 12:37;afternoon;weekend
6464;Pomade Oil Based Fine Shinee;12/02/2023 12:46;afternoon;weekend
6465;Pomade Oil Based Fine Shinee;12/02/2023 12:53;afternoon;weekend
6465;Pomade Oil Based Fine Shinee;12/02/2023 12:53;afternoon;weekend
6465;Pomade Water Based Dashing Slick;12/02/2023 12:53;afternoon;weekend
6466;Hair Clay & Hairwax Bundling ;12/02/2023 12:53;afternoon;weekend
6467;Pomade Oil Based Fine Shinee;12/02/2023 13:24;afternoon;weekend
6467;Pomade Oil Based Fine Shinee;12/02/2023 13:24;afternoon;weekend
6467;Pomade Oil Based Fine Shinee;12/02/2023 13:24;afternoon;weekend
6468;Shampoo & Face Cleanser & Body Cleanser;12/02/2023 13:40;afternoon;weekend
6468;Pomade Water Based Dashing Slick;12/02/2023 13:40;afternoon;weekend
6469;Dandruff Buster Shampoo ;12/02/2023 13:43;afternoon;weekend
6469;Deep Face Cleanser Facial Wash;12/02/2023 13:43;afternoon;weekend
6470;Shampoo & Face Cleanser & Body Cleanser;12/02/2023 13:44;afternoon;weekend
6471;Smith Tshirt Collection SS19;12/02/2023 13:56;afternoon;weekend
6471;Hair Clay & Hairwax Bundling ;12/02/2023 13:56;afternoon;weekend
6472;Pomade Water Based Dashing Slick;12/02/2023 14:15;afternoon;weekend
6472;Hair Clay & Hairwax Bundling ;12/02/2023 14:15;afternoon;weekend
6473;Pomade Oil Based Fine Shinee;12/02/2023 14:27;afternoon;weekend
6474;Pomade Oil Based Fine Shinee;12/02/2023 14:35;afternoon;weekend
6474;Pomade Oil Based Fine Shinee;12/02/2023 14:35;afternoon;weekend
6474;Pomade Oil Based Fine Shinee;12/02/2023 14:35;afternoon;weekend
6474;Shampoo & Face Cleanser & Body Cleanser;12/02/2023 14:35;afternoon;weekend
6474;Parfume Sonar X Smith Date U;12/02/2023 14:35;afternoon;weekend
6474;Duck egg;12/02/2023 14:35;afternoon;weekend
6474;Extra Salami or Feta;12/02/2023 14:35;afternoon;weekend
6474;Oil Based Pomade Choco Loco;12/02/2023 14:35;afternoon;weekend
6474;Ocean Dust & Hair Clay;12/02/2023 14:35;afternoon;weekend
6474;Oil Based Pomade Choco Loco;12/02/2023 14:35;afternoon;weekend
6474;Hair Clay & Hairwax Bundling ;12/02/2023 14:35;afternoon;weekend
6475;Hair Clay & Hairwax Bundling ;12/02/2023 14:46;afternoon;weekend
6476;Pomade Oil Based Fine Shinee;12/02/2023 14:56;afternoon;weekend
6476;Hair Powder Ocean Dust Team NXL;12/02/2023 14:56;afternoon;weekend
